"chrom","label","start","end"
"chr8","chr",128707452,128707472
"chr8","chr",128707471,128707491
"chr8","chr",128707476,128707496
"chr8","chr",128707513,128707533
"chr8","chr",128707544,128707564
"chr8","chr",128707551,128707571
"chr8","chr",128707561,128707581
"chr8","chr",128707562,128707582
"chr8","chr",128707563,128707583
"chr8","chr",128707570,128707590
"chr8","chr",128707571,128707591
"chr8","chr",128707575,128707595
"chr8","chr",128707576,128707596
"chr8","chr",128707577,128707597
"chr8","chr",128707607,128707627
"chr8","chr",128707611,128707631
"chr8","chr",128707615,128707635
"chr8","chr",128707619,128707639
"chr8","chr",128707620,128707640
"chr8","chr",128707625,128707645
"chr8","chr",128707626,128707646
"chr8","chr",128707627,128707647
"chr8","chr",128707628,128707648
"chr8","chr",128707635,128707655
"chr8","chr",128707636,128707656
"chr8","chr",128707666,128707686
"chr8","chr",128707669,128707689
"chr8","chr",128707673,128707693
"chr8","chr",128707678,128707698
"chr8","chr",128707695,128707715
"chr8","chr",128707696,128707716
"chr8","chr",128707697,128707717
"chr8","chr",128707698,128707718
"chr8","chr",128707699,128707719
"chr8","chr",128707730,128707750
"chr8","chr",128707858,128707878
"chr8","chr",128707871,128707891
"chr8","chr",128707880,128707900
"chr8","chr",128707883,128707903
"chr8","chr",128707948,128707968
"chr8","chr",128708213,128708233
"chr8","chr",128708232,128708252
"chr8","chr",128708241,128708261
"chr8","chr",128708256,128708276
"chr8","chr",128708267,128708287
"chr8","chr",128708275,128708295
"chr8","chr",128708276,128708296
"chr8","chr",128708277,128708297
"chr8","chr",128708330,128708350
"chr8","chr",128708333,128708353
"chr8","chr",128708350,128708370
"chr8","chr",128708351,128708371
"chr8","chr",128708363,128708383
"chr8","chr",128708379,128708399
"chr8","chr",128708386,128708406
"chr8","chr",128708393,128708413
"chr8","chr",128708395,128708415
"chr8","chr",128708434,128708454
"chr8","chr",128708438,128708458
"chr8","chr",128708449,128708469
"chr8","chr",128708462,128708482
"chr8","chr",128708484,128708504
"chr8","chr",128708487,128708507
"chr8","chr",128708490,128708510
"chr8","chr",128708493,128708513
"chr8","chr",128708493,128708513
"chr8","chr",128708502,128708522
"chr8","chr",128708506,128708526
"chr8","chr",128708545,128708565
"chr8","chr",128708553,128708573
"chr8","chr",128708570,128708590
"chr8","chr",128708577,128708597
"chr8","chr",128708600,128708620
"chr8","chr",128708601,128708621
"chr8","chr",128708604,128708624
"chr8","chr",128708605,128708625
"chr8","chr",128708611,128708631
"chr8","chr",128708612,128708632
"chr8","chr",128708617,128708637
"chr8","chr",128708625,128708645
"chr8","chr",128708629,128708649
"chr8","chr",128708630,128708650
"chr8","chr",128708631,128708651
"chr8","chr",128708635,128708655
"chr8","chr",128708636,128708656
"chr8","chr",128708654,128708674
"chr8","chr",128708667,128708687
"chr8","chr",128708668,128708688
"chr8","chr",128708679,128708699
"chr8","chr",128708715,128708735
"chr8","chr",128708725,128708745
"chr8","chr",128708729,128708749
"chr8","chr",128708766,128708786
"chr8","chr",128708771,128708791
"chr8","chr",128708808,128708828
"chr8","chr",128708813,128708833
"chr8","chr",128708816,128708836
"chr8","chr",128708817,128708837
"chr8","chr",128708855,128708875
"chr8","chr",128709271,128709291
"chr8","chr",128709361,128709381
"chr8","chr",128709413,128709433
"chr8","chr",128709419,128709439
"chr8","chr",128709424,128709444
"chr8","chr",128709425,128709445
"chr8","chr",128709429,128709449
"chr8","chr",128709430,128709450
"chr8","chr",128709431,128709451
"chr8","chr",128709432,128709452
"chr8","chr",128709433,128709453
"chr8","chr",128709435,128709455
"chr8","chr",128709454,128709474
"chr8","chr",128709472,128709492
"chr8","chr",128709477,128709497
"chr8","chr",128709483,128709503
"chr8","chr",128709503,128709523
"chr8","chr",128709505,128709525
"chr8","chr",128709506,128709526
"chr8","chr",128709509,128709529
"chr8","chr",128709522,128709542
"chr8","chr",128709535,128709555
"chr8","chr",128709542,128709562
"chr8","chr",128709543,128709563
"chr8","chr",128709544,128709564
"chr8","chr",128709567,128709587
"chr8","chr",128709580,128709600
"chr8","chr",128709584,128709604
"chr8","chr",128709585,128709605
"chr8","chr",128709594,128709614
"chr8","chr",128709627,128709647
"chr8","chr",128709635,128709655
"chr8","chr",128709638,128709658
"chr8","chr",128709800,128709820
"chr8","chr",128709806,128709826
"chr8","chr",128709810,128709830
"chr8","chr",128709989,128710009
"chr8","chr",128709999,128710019
"chr8","chr",128710016,128710036
"chr8","chr",128710072,128710092
"chr8","chr",128710110,128710130
"chr8","chr",128710122,128710142
"chr8","chr",128710131,128710151
"chr8","chr",128710135,128710155
"chr8","chr",128710138,128710158
"chr8","chr",128710139,128710159
"chr8","chr",128710142,128710162
"chr8","chr",128710180,128710200
"chr8","chr",128710181,128710201
"chr8","chr",128710194,128710214
"chr8","chr",128710210,128710230
"chr8","chr",128710286,128710306
"chr8","chr",128710293,128710313
"chr8","chr",128710293,128710313
"chr8","chr",128710334,128710354
"chr8","chr",128710335,128710355
"chr8","chr",128710377,128710397
"chr8","chr",128710382,128710402
"chr8","chr",128710383,128710403
"chr8","chr",128710386,128710406
"chr8","chr",128710426,128710446
"chr8","chr",128710426,128710446
"chr8","chr",128710553,128710573
"chr8","chr",128710610,128710630
"chr8","chr",128710617,128710637
"chr8","chr",128710618,128710638
"chr8","chr",128710629,128710649
"chr8","chr",128710649,128710669
"chr8","chr",128710656,128710676
"chr8","chr",128710661,128710681
"chr8","chr",128710662,128710682
"chr8","chr",128710701,128710721
"chr8","chr",128710772,128710792
"chr8","chr",128710777,128710797
"chr8","chr",128710777,128710797
"chr8","chr",128710780,128710800
"chr8","chr",128710784,128710804
"chr8","chr",128710807,128710827
"chr8","chr",128710815,128710835
"chr8","chr",128710816,128710836
"chr8","chr",128710826,128710846
"chr8","chr",128710828,128710848
"chr8","chr",128710834,128710854
"chr8","chr",128710845,128710865
"chr8","chr",128710848,128710868
"chr8","chr",128710868,128710888
"chr8","chr",128710873,128710893
"chr8","chr",128710874,128710894
"chr8","chr",128710885,128710905
"chr8","chr",128710886,128710906
"chr8","chr",128710902,128710922
"chr8","chr",128710905,128710925
"chr8","chr",128710913,128710933
"chr8","chr",128710914,128710934
"chr8","chr",128710915,128710935
"chr8","chr",128710919,128710939
"chr8","chr",128710920,128710940
"chr8","chr",128710930,128710950
"chr8","chr",128710930,128710950
"chr8","chr",128710931,128710951
"chr8","chr",128710936,128710956
"chr8","chr",128710945,128710965
"chr8","chr",128710950,128710970
"chr8","chr",128710958,128710978
"chr8","chr",128710965,128710985
"chr8","chr",128710967,128710987
"chr8","chr",128710968,128710988
"chr8","chr",128710979,128710999
"chr8","chr",128710982,128711002
"chr8","chr",128710995,128711015
"chr8","chr",128710996,128711016
"chr8","chr",128710999,128711019
"chr8","chr",128711005,128711025
"chr8","chr",128711017,128711037
"chr8","chr",128711022,128711042
"chr8","chr",128711026,128711046
"chr8","chr",128711027,128711047
"chr8","chr",128711044,128711064
"chr8","chr",128711045,128711065
"chr8","chr",128711055,128711075
"chr8","chr",128711063,128711083
"chr8","chr",128711066,128711086
"chr8","chr",128711077,128711097
"chr8","chr",128711108,128711128
"chr8","chr",128711127,128711147
"chr8","chr",128711152,128711172
"chr8","chr",128711155,128711175
"chr8","chr",128711172,128711192
"chr8","chr",128711185,128711205
"chr8","chr",128711203,128711223
"chr8","chr",128711210,128711230
"chr8","chr",128711211,128711231
"chr8","chr",128711223,128711243
"chr8","chr",128711224,128711244
"chr8","chr",128711231,128711251
"chr8","chr",128711232,128711252
"chr8","chr",128711248,128711268
"chr8","chr",128711268,128711288
"chr8","chr",128711269,128711289
"chr8","chr",128711290,128711310
"chr8","chr",128711299,128711319
"chr8","chr",128711300,128711320
"chr8","chr",128711331,128711351
"chr8","chr",128711332,128711352
"chr8","chr",128711335,128711355
"chr8","chr",128711342,128711362
"chr8","chr",128711343,128711363
"chr8","chr",128711345,128711365
"chr8","chr",128711363,128711383
"chr8","chr",128711380,128711400
"chr8","chr",128711381,128711401
"chr8","chr",128711383,128711403
"chr8","chr",128711447,128711467
"chr8","chr",128711489,128711509
"chr8","chr",128711515,128711535
"chr8","chr",128711525,128711545
"chr8","chr",128711528,128711548
"chr8","chr",128711599,128711619
"chr8","chr",128711714,128711734
"chr8","chr",128711760,128711780
"chr8","chr",128711764,128711784
"chr8","chr",128711767,128711787
"chr8","chr",128711768,128711788
"chr8","chr",128711812,128711832
"chr8","chr",128711821,128711841
"chr8","chr",128711829,128711849
"chr8","chr",128711863,128711883
"chr8","chr",128711880,128711900
"chr8","chr",128711974,128711994
"chr8","chr",128711985,128712005
"chr8","chr",128712067,128712087
"chr8","chr",128712068,128712088
"chr8","chr",128712143,128712163
"chr8","chr",128712170,128712190
"chr8","chr",128712195,128712215
"chr8","chr",128712196,128712216
"chr8","chr",128712202,128712222
"chr8","chr",128712211,128712231
"chr8","chr",128712212,128712232
"chr8","chr",128712249,128712269
"chr8","chr",128712275,128712295
"chr8","chr",128712284,128712304
"chr8","chr",128712286,128712306
"chr8","chr",128712292,128712312
"chr8","chr",128712295,128712315
"chr8","chr",128712298,128712318
"chr8","chr",128712318,128712338
"chr8","chr",128712331,128712351
"chr8","chr",128712332,128712352
"chr8","chr",128712346,128712366
"chr8","chr",128712357,128712377
"chr8","chr",128712378,128712398
"chr8","chr",128712508,128712528
"chr8","chr",128712545,128712565
"chr8","chr",128712567,128712587
"chr8","chr",128712568,128712588
"chr8","chr",128712584,128712604
"chr8","chr",128712584,128712604
"chr8","chr",128712585,128712605
"chr8","chr",128712588,128712608
"chr8","chr",128712596,128712616
"chr8","chr",128712621,128712641
"chr8","chr",128712622,128712642
"chr8","chr",128712634,128712654
"chr8","chr",128712641,128712661
"chr8","chr",128712642,128712662
"chr8","chr",128712646,128712666
"chr8","chr",128712650,128712670
"chr8","chr",128712650,128712670
"chr8","chr",128712661,128712681
"chr8","chr",128712665,128712685
"chr8","chr",128712709,128712729
"chr8","chr",128712713,128712733
"chr8","chr",128712723,128712743
"chr8","chr",128712727,128712747
"chr8","chr",128712766,128712786
"chr8","chr",128712813,128712833
"chr8","chr",128712845,128712865
"chr8","chr",128712846,128712866
"chr8","chr",128712849,128712869
"chr8","chr",128712881,128712901
"chr8","chr",128712898,128712918
"chr8","chr",128712916,128712936
"chr8","chr",128712916,128712936
"chr8","chr",128712931,128712951
"chr8","chr",128712947,128712967
"chr8","chr",128712950,128712970
"chr8","chr",128712961,128712981
"chr8","chr",128712962,128712982
"chr8","chr",128712967,128712987
"chr8","chr",128712975,128712995
"chr8","chr",128712976,128712996
"chr8","chr",128712982,128713002
"chr8","chr",128713015,128713035
"chr8","chr",128713020,128713040
"chr8","chr",128713021,128713041
"chr8","chr",128713022,128713042
"chr8","chr",128713039,128713059
"chr8","chr",128713040,128713060
"chr8","chr",128713042,128713062
"chr8","chr",128713047,128713067
"chr8","chr",128713060,128713080
"chr8","chr",128713079,128713099
"chr8","chr",128713130,128713150
"chr8","chr",128713140,128713160
"chr8","chr",128713159,128713179
"chr8","chr",128713170,128713190
"chr8","chr",128713175,128713195
"chr8","chr",128713176,128713196
"chr8","chr",128713211,128713231
"chr8","chr",128713216,128713236
"chr8","chr",128713224,128713244
"chr8","chr",128713226,128713246
"chr8","chr",128713253,128713273
"chr8","chr",128713258,128713278
"chr8","chr",128713265,128713285
"chr8","chr",128713269,128713289
"chr8","chr",128713270,128713290
"chr8","chr",128713443,128713463
"chr8","chr",128713447,128713467
"chr8","chr",128713476,128713496
"chr8","chr",128713477,128713497
"chr8","chr",128713483,128713503
"chr8","chr",128713489,128713509
"chr8","chr",128713499,128713519
"chr8","chr",128713500,128713520
"chr8","chr",128713520,128713540
"chr8","chr",128713521,128713541
"chr8","chr",128713526,128713546
"chr8","chr",128713536,128713556
"chr8","chr",128713550,128713570
"chr8","chr",128713552,128713572
"chr8","chr",128713558,128713578
"chr8","chr",128713559,128713579
"chr8","chr",128713567,128713587
"chr8","chr",128713574,128713594
"chr8","chr",128713593,128713613
"chr8","chr",128713625,128713645
"chr8","chr",128713634,128713654
"chr8","chr",128713634,128713654
"chr8","chr",128713645,128713665
"chr8","chr",128713648,128713668
"chr8","chr",128713661,128713681
"chr8","chr",128713662,128713682
"chr8","chr",128713663,128713683
"chr8","chr",128713768,128713788
"chr8","chr",128713769,128713789
"chr8","chr",128713770,128713790
"chr8","chr",128713775,128713795
"chr8","chr",128713788,128713808
"chr8","chr",128713799,128713819
"chr8","chr",128713824,128713844
"chr8","chr",128713840,128713860
"chr8","chr",128713841,128713861
"chr8","chr",128713844,128713864
"chr8","chr",128713846,128713866
"chr8","chr",128713847,128713867
"chr8","chr",128713859,128713879
"chr8","chr",128713860,128713880
"chr8","chr",128713861,128713881
"chr8","chr",128713961,128713981
"chr8","chr",128713991,128714011
"chr8","chr",128714030,128714050
"chr8","chr",128714031,128714051
"chr8","chr",128714050,128714070
"chr8","chr",128714051,128714071
"chr8","chr",128714052,128714072
"chr8","chr",128714055,128714075
"chr8","chr",128714074,128714094
"chr8","chr",128714094,128714114
"chr8","chr",128714103,128714123
"chr8","chr",128714110,128714130
"chr8","chr",128714111,128714131
"chr8","chr",128714112,128714132
"chr8","chr",128714129,128714149
"chr8","chr",128714130,128714150
"chr8","chr",128714140,128714160
"chr8","chr",128714151,128714171
"chr8","chr",128714222,128714242
"chr8","chr",128714226,128714246
"chr8","chr",128714229,128714249
"chr8","chr",128714236,128714256
"chr8","chr",128714238,128714258
"chr8","chr",128714239,128714259
"chr8","chr",128714240,128714260
"chr8","chr",128714271,128714291
"chr8","chr",128714279,128714299
"chr8","chr",128714280,128714300
"chr8","chr",128714289,128714309
"chr8","chr",128714290,128714310
"chr8","chr",128714300,128714320
"chr8","chr",128714301,128714321
"chr8","chr",128714304,128714324
"chr8","chr",128714308,128714328
"chr8","chr",128714315,128714335
"chr8","chr",128714375,128714395
"chr8","chr",128714385,128714405
"chr8","chr",128714386,128714406
"chr8","chr",128714392,128714412
"chr8","chr",128714405,128714425
"chr8","chr",128714413,128714433
"chr8","chr",128714414,128714434
"chr8","chr",128714415,128714435
"chr8","chr",128714424,128714444
"chr8","chr",128714443,128714463
"chr8","chr",128714444,128714464
"chr8","chr",128714456,128714476
"chr8","chr",128714476,128714496
"chr8","chr",128714497,128714517
"chr8","chr",128714507,128714527
"chr8","chr",128714508,128714528
"chr8","chr",128714513,128714533
"chr8","chr",128714514,128714534
"chr8","chr",128714514,128714534
"chr8","chr",128714515,128714535
"chr8","chr",128714516,128714536
"chr8","chr",128714517,128714537
"chr8","chr",128714522,128714542
"chr8","chr",128714571,128714591
"chr8","chr",128714572,128714592
"chr8","chr",128714581,128714601
"chr8","chr",128714582,128714602
"chr8","chr",128714586,128714606
"chr8","chr",128714587,128714607
"chr8","chr",128714588,128714608
"chr8","chr",128714590,128714610
"chr8","chr",128714596,128714616
"chr8","chr",128714601,128714621
"chr8","chr",128714623,128714643
"chr8","chr",128714639,128714659
"chr8","chr",128714640,128714660
"chr8","chr",128714641,128714661
"chr8","chr",128714676,128714696
"chr8","chr",128714679,128714699
"chr8","chr",128714706,128714726
"chr8","chr",128714707,128714727
"chr8","chr",128714708,128714728
"chr8","chr",128714716,128714736
"chr8","chr",128714727,128714747
"chr8","chr",128714734,128714754
"chr8","chr",128714757,128714777
"chr8","chr",128714760,128714780
"chr8","chr",128714770,128714790
"chr8","chr",128714771,128714791
"chr8","chr",128714772,128714792
"chr8","chr",128714776,128714796
"chr8","chr",128714780,128714800
"chr8","chr",128714836,128714856
"chr8","chr",128714839,128714859
"chr8","chr",128714842,128714862
"chr8","chr",128714893,128714913
"chr8","chr",128714894,128714914
"chr8","chr",128714895,128714915
"chr8","chr",128714896,128714916
"chr8","chr",128714901,128714921
"chr8","chr",128714902,128714922
"chr8","chr",128714903,128714923
"chr8","chr",128714904,128714924
"chr8","chr",128714945,128714965
"chr8","chr",128714974,128714994
"chr8","chr",128715029,128715049
"chr8","chr",128715039,128715059
"chr8","chr",128715048,128715068
"chr8","chr",128715052,128715072
"chr8","chr",128715060,128715080
"chr8","chr",128715063,128715083
"chr8","chr",128715064,128715084
"chr8","chr",128715065,128715085
"chr8","chr",128715067,128715087
"chr8","chr",128715068,128715088
"chr8","chr",128715071,128715091
"chr8","chr",128715072,128715092
"chr8","chr",128715077,128715097
"chr8","chr",128715078,128715098
"chr8","chr",128715079,128715099
"chr8","chr",128715186,128715206
"chr8","chr",128715273,128715293
"chr8","chr",128715274,128715294
"chr8","chr",128715288,128715308
"chr8","chr",128715296,128715316
"chr8","chr",128715296,128715316
"chr8","chr",128715297,128715317
"chr8","chr",128715308,128715328
"chr8","chr",128715351,128715371
"chr8","chr",128715352,128715372
"chr8","chr",128715385,128715405
"chr8","chr",128715386,128715406
"chr8","chr",128715408,128715428
"chr8","chr",128715444,128715464
"chr8","chr",128715458,128715478
"chr8","chr",128715459,128715479
"chr8","chr",128715460,128715480
"chr8","chr",128715477,128715497
"chr8","chr",128715821,128715841
"chr8","chr",128716137,128716157
"chr8","chr",128716138,128716158
"chr8","chr",128716163,128716183
"chr8","chr",128716164,128716184
"chr8","chr",128716170,128716190
"chr8","chr",128716191,128716211
"chr8","chr",128716205,128716225
"chr8","chr",128716211,128716231
"chr8","chr",128716211,128716231
"chr8","chr",128716212,128716232
"chr8","chr",128716212,128716232
"chr8","chr",128716228,128716248
"chr8","chr",128716230,128716250
"chr8","chr",128716238,128716258
"chr8","chr",128716241,128716261
"chr8","chr",128716261,128716281
"chr8","chr",128716262,128716282
